index Year TotalTDFDistance Stages Start End "Winner of stage" Leader "Yellow Jersey" "Polka-dot jersey" "Green jersey" "White jersey"
1949 2004 3391 1 Liège Charleroi "Jaan Kirsipuu  (Ag2R Prevoyance)" NA "Fabian Cancellara" "Paolo Bettini" "Thor Hushovd" "Fabian Cancellara"
1950 2004 3391 2 Charleroi Namur "Robbie Mc Ewen  (Lotto - Domo)" NA "Thor Hushovd" "Paolo Bettini" "Thor Hushovd" "Fabian Cancellara"
1951 2004 3391 3 Waterloo Wasquehal "Jean-Patrick Nazon  (Ag2R Prevoyance)" NA "Robbie Mc Ewen" "Paolo Bettini" "Robbie Mc Ewen" "Fabian Cancellara"
1952 2004 3391 4 Cambrai "Arras Citadelle" "Us Postal - Berry Floor" NA Nan "Paolo Bettini" "Robbie Mc Ewen" "Matthias Kessler"
1953 2004 3391 5 Amiens Chartres "Stuart O'Grady  (Cofidis Credit Par Telephone)" NA "Thomas Voeckler" "Paolo Bettini" "Robbie Mc Ewen" "Thomas Voeckler"
1954 2004 3391 6 Bonneval Angers "Tom Boonen  (Quick Step - Davitamon)" NA "Thomas Voeckler" "Paolo Bettini" "Stuart O'Grady" "Thomas Voeckler"
1955 2004 3391 7 Châteaubriant Saint-Brieuc "Filippo Pozzato  (Fassa Bortolo)" NA "Thomas Voeckler" "Paolo Bettini" "Stuart O'Grady" "Thomas Voeckler"
1956 2004 3391 8 Lamballe Quimper "Thor Hushovd  (Credit Agricole)" NA "Thomas Voeckler" "Paolo Bettini" "Robbie Mc Ewen" "Thomas Voeckler"
1957 2004 3391 9 Saint-Léonard-de-Noblat Guéret "Robbie Mc Ewen  (Lotto - Domo)" NA "Thomas Voeckler" "Paolo Bettini" "Robbie Mc Ewen" "Thomas Voeckler"
1958 2004 3391 10 Limoges Saint-Flour "Richard Virenque  (Quick Step - Davitamon)" NA "Thomas Voeckler" "Richard Virenque" "Robbie Mc Ewen" "Thomas Voeckler"
1959 2004 3391 11 Saint-Flour Figeac "David Moncoutie  (Cofidis Credit Par Telephone)" NA "Thomas Voeckler" "Richard Virenque" "Robbie Mc Ewen" "Thomas Voeckler"
1960 2004 3391 12 Castelsarrasin "La Mongie" "Ivan Basso  (Team Csc)" NA "Thomas Voeckler" "Richard Virenque" "Robbie Mc Ewen" "Thomas Voeckler"
1961 2004 3391 13 Lannemezan plateau_de_beille NA NA "Thomas Voeckler" "Richard Virenque" "Robbie Mc Ewen" "Thomas Voeckler"
1962 2004 3391 14 Carcassonne Nîmes "Aïtor Gonzalez  (Fassa Bortolo)" NA "Thomas Voeckler" "Richard Virenque" "Robbie Mc Ewen" "Thomas Voeckler"
1963 2004 3391 15 Valréas Villard-de-Lans NA NA Nan "Richard Virenque" "Robbie Mc Ewen" "Thomas Voeckler"
1964 2004 3391 16 Bourg-d'Oisans L'Alpe-d'Huez NA NA Nan "Richard Virenque" "Robbie Mc Ewen" "Thomas Voeckler"
1965 2004 3391 17 Bourg-d'Oisans le_grand_bornand NA NA Nan "Richard Virenque" "Robbie Mc Ewen" "Thomas Voeckler"
1966 2004 3391 18 Annemasse Lons-le-Saunier "Juan Miguel Mercado  (Quick Step - Davitamon)" NA Nan "Richard Virenque" "Robbie Mc Ewen" "Thomas Voeckler"
1967 2004 3391 19 Besançon Besançon NA NA Nan "Richard Virenque" "Robbie Mc Ewen" "Vladimir Karpets"
1968 2004 3391 20 Montereau Paris "Tom Boonen  (Quick Step - Davitamon)" NA Nan "Richard Virenque" "Robbie Mc Ewen" "Vladimir Karpets"
1969 2005 3593 1 Fromentine Noirmoutier-en-l'Île NA NA Nan Nan Nan "Fabian Cancellara"
1970 2005 3593 2 Challans "Les Essarts" "Tom Boonen  (Quick Step - Innergetic)" NA Nan "Thomas Voeckler" "Tom Boonen" "Fabian Cancellara"
1971 2005 3593 3 "La Châtaigneraie" Tours "Tom Boonen  (Quick Step - Innergetic)" NA Nan "Erik Dekker" "Tom Boonen" "Fabian Cancellara"
1972 2005 3593 4 Tours Blois "Discovery Channel Team" NA Nan "Erik Dekker" "Tom Boonen" "Yaroslav Popovych"
1973 2005 3593 5 Chambord Montargis "Robbie Mc Ewen  (Davitamon - Lotto)" NA Nan "Erik Dekker" "Tom Boonen" "Yaroslav Popovych"
1974 2005 3593 6 Troyes Nancy "Lorenzo Bernucci  (Fassa Bortolo)" NA Nan "Karsten Kroon" "Tom Boonen" "Yaroslav Popovych"
1975 2005 3593 7 Lunéville Karlsruhe "Robbie Mc Ewen  (Davitamon - Lotto)" NA Nan "Fabian Wegmann" "Tom Boonen" "Yaroslav Popovych"
1976 2005 3593 8 Pforzheim Gérardmer "Pieter Weening  (Rabobank)" NA Nan "Michael Rasmussen" "Tom Boonen" "Vladimir Karpets"
1977 2005 3593 9 Gérardmer Mulhouse "Michael Rasmussen  (Rabobank)" NA "Jens Voigt" "Michael Rasmussen" "Tom Boonen" "Vladimir Karpets"
1978 2005 3593 10 Grenoble Courchevel "Alejandro Valverde  (Illes Balears-Caisse D Epargne)" NA Nan "Michael Rasmussen" "Tom Boonen" "Alejandro Valverde"
1979 2005 3593 11 Courchevel Briançon "Alexandre Vinokourov  (T-Mobile Team)" NA Nan "Michael Rasmussen" "Tom Boonen" "Alejandro Valverde"
1980 2005 3593 12 Briançon Digne-les-Bains "David Moncoutie  (Cofidis Credit Par Telephone)" NA Nan "Michael Rasmussen" "Thor Hushovd" "Alejandro Valverde"
1981 2005 3593 13 Miramas Montpellier "Robbie Mc Ewen  (Davitamon - Lotto)" NA Nan "Michael Rasmussen" "Thor Hushovd" "Yaroslav Popovych"
1982 2005 3593 14 "Le Cap d'Agde" "Ax 3 Domaines" "Georg Totschnig  (Gerolsteiner)" NA Nan "Michael Rasmussen" "Thor Hushovd" "Yaroslav Popovych"
1983 2005 3593 15 Lézat-sur-Leze "Saint-Lary-Soulan Col du Portet" NA NA Nan "Michael Rasmussen" "Thor Hushovd" "Yaroslav Popovych"
1984 2005 3593 16 Mourenx Pau "Oscar Pereiro Sio  (Phonak Hearing Systems)" NA Nan "Michael Rasmussen" "Thor Hushovd" "Yaroslav Popovych"
1985 2005 3593 17 Pau Revel "Paolo Savoldelli  (Discovery Channel Team)" NA Nan "Michael Rasmussen" "Thor Hushovd" "Yaroslav Popovych"
1986 2005 3593 18 Albi Mende "Marcos Antonio Serrano Rodriguez  (Liberty Seguros - Würth Team)" NA Nan "Michael Rasmussen" "Thor Hushovd" "Yaroslav Popovych"
1987 2005 3593 19 Issoire "Le Puy-en-Velay" "Giuseppe Guerini  (T-Mobile Team)" NA Nan "Michael Rasmussen" "Thor Hushovd" "Yaroslav Popovych"
1988 2005 3593 20 Saint-Etienne Saint-Etienne NA NA Nan "Michael Rasmussen" "Thor Hushovd" "Yaroslav Popovych"
1989 2005 3593 21 Corbeil-Essonnes Paris "Alexandre Vinokourov  (T-Mobile Team)" NA Nan "Michael Rasmussen" "Thor Hushovd" "Yaroslav Popovych"
1990 2006 3657 0 Strasbourg Strasbourg "Thor Hushovd  (Credit Agricole)" NA "Thor Hushovd" Nan "Thor Hushovd" "Joost Posthuma"
1991 2006 3657 1 Strasbourg Strasbourg "Jimmy Casper  (Cofidis Credit Par Telephone)" NA Nan "Fabian Wegmann" "Jimmy Casper" "Benoît Vaugrenard"
1992 2006 3657 2 Obernai Esch-sur-Alzette "Robbie Mc Ewen  (Davitamon - Lotto)" NA "Thor Hushovd" "David De La Fuente" "Robbie Mc Ewen" "Benoît Vaugrenard"
1993 2006 3657 3 Esch-sur-Alzette Valkenburg "Matthias Kessler  (T-Mobile Team)" NA "Tom Boonen" "Jérôme Pineau" "Tom Boonen" "Benoît Vaugrenard"
1994 2006 3657 4 Huy Saint-Quentin "Robbie Mc Ewen  (Davitamon - Lotto)" NA "Tom Boonen" "Jérôme Pineau" "Robbie Mc Ewen" "Markus Fothen"
1995 2006 3657 5 Beauvais Caen "Oscar Freire  (Rabobank)" NA "Tom Boonen" "Jérôme Pineau" "Robbie Mc Ewen" "Markus Fothen"
1996 2006 3657 6 Lisieux Vitré "Robbie Mc Ewen  (Davitamon - Lotto)" NA "Tom Boonen" "Jérôme Pineau" "Robbie Mc Ewen" "Benoît Vaugrenard"
1997 2006 3657 7 Saint-Grégoire Rennes "Serhiy Honchar  (T-Mobile Team)" NA "Serhiy Honchar" "Jérôme Pineau" "Robbie Mc Ewen" "Benoît Vaugrenard"
1998 2006 3657 8 Saint-Meen-le-Grand Lorient "Sylvain Calzati  (Ag2R Prevoyance)" NA "Serhiy Honchar" "Jérôme Pineau" "Robbie Mc Ewen" "Benoît Vaugrenard"
1999 2006 3657 9 Bordeaux Dax "Oscar Freire  (Rabobank)" NA "Serhiy Honchar" "Jérôme Pineau" "Robbie Mc Ewen" "Benoît Vaugrenard"
2000 2006 3657 10 Cambo-les-Bains Pau "Juan Miguel Mercado  (Agritubel)" NA "Cyril Dessel" "Cyril Dessel" "Robbie Mc Ewen" "Benoît Vaugrenard"
2001 2006 3657 11 Tarbes "Val d'Aran - Pla-de-Beret" "Denis Menchov  (Rabobank)" NA "Cyril Dessel" "David De La Fuente" "Robbie Mc Ewen" "Benoît Vaugrenard"
2002 2006 3657 12 Luchon Carcassonne "Yaroslav Popovych  (Discovery Channel Team)" NA "Cyril Dessel" "David De La Fuente" "Robbie Mc Ewen" "Benoît Vaugrenard"
2003 2006 3657 13 Béziers Montélimar "Jens Voigt  (Team Csc)" NA "Oscar Pereiro Sio" "David De La Fuente" "Robbie Mc Ewen" "Benoît Vaugrenard"
2004 2006 3657 14 Montélimar Gap "Pierrick Fedrigo  (Bouygues Telecom)" NA "Oscar Pereiro Sio" "David De La Fuente" "Robbie Mc Ewen" "Benoît Vaugrenard"
2005 2006 3657 15 Gap L'Alpe-d'Huez "Frank Schleck  (Team Csc)" NA "Oscar Pereiro Sio" "David De La Fuente" "Robbie Mc Ewen" "Benoît Vaugrenard"
2006 2006 3657 16 Bourg-d'Oisans "La Toussuire" "Michael Rasmussen  (Rabobank)" NA "Oscar Pereiro Sio" "Michael Rasmussen" "Robbie Mc Ewen" "Benoît Vaugrenard"
2007 2006 3657 17 Saint-Jean-de-Maurienne Morzine "Carlos Sastre  (Team Csc)" NA "Oscar Pereiro Sio" "Michael Rasmussen" "Robbie Mc Ewen" "Benoît Vaugrenard"
2008 2006 3657 18 Morzine Macon "Matteo Tosatto  (Quick Step - Innergetic)" NA "Oscar Pereiro Sio" "Michael Rasmussen" "Robbie Mc Ewen" "Benoît Vaugrenard"
2009 2006 3657 19 "Le Creusot" Montceau-les-Mines "Serhiy Honchar  (T-Mobile Team)" NA "Oscar Pereiro Sio" "Michael Rasmussen" "Robbie Mc Ewen" "Benoît Vaugrenard"
2010 2006 3657 20 Sceaux "Paris Champs-Élysées" "Thor Hushovd  (Credit Agricole)" NA "Oscar Pereiro Sio" "Michael Rasmussen" "Robbie Mc Ewen" "Damiano Cunego"
2011 2007 3570 0 Londres Londres "Fabian Cancellara  (Team Csc)" NA "Fabian Cancellara" Nan "Fabian Cancellara" "Vladimir Gusev"
2012 2007 3570 1 Londres Canterbury "Robbie Mc Ewen  (Predictor - Lotto)" NA "Fabian Cancellara" "Martin Elmiger" "Robbie Mc Ewen" "Vladimir Gusev"
2013 2007 3570 2 Dunkerque Gand "Gert Steegmans  (Quick Step - Innergetic)" NA "Fabian Cancellara" "David Millar" "Tom Boonen" "Vladimir Gusev"
2014 2007 3570 3 Waregem Compiègne "Fabian Cancellara  (Team Csc)" NA "Fabian Cancellara" "Stéphane Auge" "Tom Boonen" "Vladimir Gusev"
2015 2007 3570 4 villers_cotterets Joigny "Thor Hushovd  (Credit Agricole)" NA "Fabian Cancellara" "Stéphane Auge" "Tom Boonen" "Vladimir Gusev"
2016 2007 3570 5 Chablis Autun "Filippo Pozzato  (Liquigas)" NA "Fabian Cancellara" "Sylvain Chavanel" "Erik Zabel" "Vladimir Gusev"
2017 2007 3570 6 semur_en_auxois Bourg-en-Bresse "Tom Boonen  (Quick Step - Innergetic)" NA "Fabian Cancellara" "Sylvain Chavanel" "Tom Boonen" "Vladimir Gusev"
2018 2007 3570 7 Bourg-en-Bresse le_grand_bornand "Linus Gerdemann  (T-Mobile Team)" NA "Linus Gerdemann" "Sylvain Chavanel" "Tom Boonen" "Linus Gerdemann"
2019 2007 3570 8 le_grand_bornand Tignes "Michael Rasmussen  (Rabobank)" NA "Michael Rasmussen" "Michael Rasmussen" "Tom Boonen" "Linus Gerdemann"
2020 2007 3570 9 val_d_isere Briançon "Juan Mauricio Soler Hernandez  (Barloworld)" NA "Michael Rasmussen" "Michael Rasmussen" "Tom Boonen" "Alberto Contador"
2021 2007 3570 10 Tallard Marseille "Cédric Vasseur  (Quick Step - Innergetic)" NA "Michael Rasmussen" "Michael Rasmussen" "Tom Boonen" "Alberto Contador"
2022 2007 3570 11 Marseille Montpellier "Robert Hunter  (Barloworld)" NA "Michael Rasmussen" "Michael Rasmussen" "Tom Boonen" "Alberto Contador"
2023 2007 3570 12 Montpellier Castres "Tom Boonen  (Quick Step - Innergetic)" NA "Michael Rasmussen" "Michael Rasmussen" "Tom Boonen" "Alberto Contador"
2024 2007 3570 13 Albi Albi "Cadel Evans  (Predictor - Lotto)" NA "Michael Rasmussen" "Michael Rasmussen" "Tom Boonen" "Alberto Contador"
2025 2007 3570 14 Mazamet plateau_de_beille "Alberto Contador  (Discovery Channel Team)" NA "Michael Rasmussen" "Michael Rasmussen" "Tom Boonen" "Alberto Contador"
2026 2007 3570 15 Foix loudenvielle_le_louron "Kim Kirchen  (T-Mobile Team)" NA "Michael Rasmussen" "Michael Rasmussen" "Tom Boonen" "Alberto Contador"
2027 2007 3570 16 Orthez gourette_col_d_aubisque "Michael Rasmussen  (Rabobank)" NA Nan "Juan Mauricio Soler Hernandez" "Tom Boonen" "Alberto Contador"
2028 2007 3570 17 Pau Castelsarrasin "Daniele Bennati  (Lampre-Fondital)" NA "Alberto Contador" "Juan Mauricio Soler Hernandez" "Tom Boonen" "Alberto Contador"
2029 2007 3570 18 Cahors Angoulême "Sandy Casar  (Francaise Des Jeux)" NA "Alberto Contador" "Juan Mauricio Soler Hernandez" "Tom Boonen" "Alberto Contador"
2030 2007 3570 19 Cognac Angoulême NA NA "Alberto Contador" "Juan Mauricio Soler Hernandez" "Tom Boonen" "Alberto Contador"
2031 2007 3570 20 Marcoussis "Paris Champs-Élysées" "Daniele Bennati  (Lampre-Fondital)" NA "Alberto Contador" "Juan Mauricio Soler Hernandez" "Tom Boonen" "Alberto Contador"
2032 2008 3559 1 Brest Plumelec "Alejandro Valverde  (Caisse D'Epargne)" NA "Alejandro Valverde" "Thomas Voeckler" "Philippe Gilbert" "Riccardo Ricco"
2033 2008 3559 2 Auray Saint-Brieuc "Thor Hushovd  (Credit Agricole)" NA "Alejandro Valverde" "Thomas Voeckler" "Kim Kirchen" "Riccardo Ricco"
2034 2008 3559 3 Saint-Malo Nantes "Samuel Dumoulin  (Cofidis Credit Par Telephone)" NA "Romain Feillu" "Thomas Voeckler" "Kim Kirchen" "Andy Schleck"
2035 2008 3559 4 Cholet Cholet "Kim Kirchen  (Team Columbia)" NA "Stefan Schumacher" "Thomas Voeckler" "Kim Kirchen" "Thomas Lövkvist"
2036 2008 3559 5 Cholet Chateauroux "Mark Cavendish  (Team Columbia)" NA "Stefan Schumacher" "Thomas Voeckler" "Thor Hushovd" "Thomas Lövkvist"
2037 2008 3559 6 Aigurande Super-Besse "Alejandro Valverde  (Caisse D'Epargne)" NA "Kim Kirchen" "Sylvain Chavanel" "Thor Hushovd" "Thomas Lövkvist"
2038 2008 3559 7 Brioude Aurillac "Luis Leon Sanchez  (Caisse D'Epargne)" NA "Kim Kirchen" "David De La Fuente" "Oscar Freire" "Thomas Lövkvist"
2039 2008 3559 8 Figeac Toulouse "Mark Cavendish  (Team Columbia)" NA "Kim Kirchen" "David De La Fuente" "Oscar Freire" "Thomas Lövkvist"
2040 2008 3559 9 Toulouse Bagnères-de-Bigorre "Vladimir Efimkin  (Ag2R-La Mondiale)" NA "Kim Kirchen" "David De La Fuente" "Oscar Freire" "Andy Schleck"
2041 2008 3559 10 Pau Hautacam "Leonardo Piepoli  (Saunier Duval - Scott)" NA "Cadel Evans" "Riccardo Ricco" "Oscar Freire" "Vincenzo Nibali"
2042 2008 3559 11 Lannemezan Foix "Kurt-Asle Arvesen  (Team Csc Saxo Bank)" NA "Cadel Evans" Nan "Oscar Freire" "Vincenzo Nibali"
2043 2008 3559 12 Lavelanet Narbonne "Mark Cavendish  (Team Columbia)" NA "Cadel Evans" "Sebastian Lang" "Oscar Freire" "Vincenzo Nibali"
2044 2008 3559 13 Narbonne Nîmes "Mark Cavendish  (Team Columbia)" NA "Cadel Evans" "Sebastian Lang" "Oscar Freire" "Vincenzo Nibali"
2045 2008 3559 14 Nîmes Digne-les-Bains "Oscar Freire  (Rabobank)" NA "Cadel Evans" "Sebastian Lang" "Oscar Freire" "Vincenzo Nibali"
2046 2008 3559 15 Embrun "Prato Nevoso" "Simon Gerrans  (Credit Agricole)" NA "Frank Schleck" "Bernhard Kohl" "Oscar Freire" "Vincenzo Nibali"
2047 2008 3559 16 Cuneo Jausiers "Cyril Dessel  (Ag2R-La Mondiale)" NA "Frank Schleck" "Bernhard Kohl" "Oscar Freire" "Andy Schleck"
2048 2008 3559 17 Embrun L'Alpe-d'Huez "Carlos Sastre  (Team Csc Saxo Bank)" NA "Carlos Sastre" "Bernhard Kohl" "Oscar Freire" "Andy Schleck"
2049 2008 3559 18 Bourg-d'Oisans Saint-Etienne "Marcus Burghardt  (Team Columbia)" NA "Carlos Sastre" "Bernhard Kohl" "Oscar Freire" "Andy Schleck"
2050 2008 3559 19 Roanne Montluçon "Sylvain Chavanel  (Cofidis Credit Par Telephone)" NA "Carlos Sastre" "Bernhard Kohl" "Oscar Freire" "Andy Schleck"
2051 2008 3559 20 Cérilly Saint-Amand-Montrond "Fabian Cancellara  (Team Csc Saxo Bank)" NA "Carlos Sastre" "Bernhard Kohl" "Oscar Freire" "Andy Schleck"
2052 2008 3559 21 Etampes "Paris Champs-Élysées" "Gert Steegmans  (Quick Step)" NA "Carlos Sastre" "Bernhard Kohl" "Oscar Freire" "Andy Schleck"
2053 2009 3460 1 Monaco Monaco "Fabian Cancellara  (Team Saxo Bank)" NA "Fabian Cancellara" "Alberto Contador" "Bradley Wiggins" "Roman Kreuziger"
2054 2009 3460 2 Monaco Brignoles "Mark Cavendish  (Team Columbia - Htc)" NA "Fabian Cancellara" "Jussi Veikkanen" "Mark Cavendish" "Roman Kreuziger"
2055 2009 3460 3 Marseille "La Grande-Motte" "Mark Cavendish  (Team Columbia - Htc)" NA "Fabian Cancellara" "Jussi Veikkanen" "Mark Cavendish" "Tony Martin"
2056 2009 3460 4 Montpellier Montpellier Astana NA "Fabian Cancellara" "Jussi Veikkanen" "Mark Cavendish" "Tony Martin"
2057 2009 3460 5 "Le Cap d'Agde" Perpignan "Thomas Voeckler  (Bbox Bouygues Telecom)" NA "Fabian Cancellara" "Jussi Veikkanen" "Mark Cavendish" "Tony Martin"
2058 2009 3460 6 Gérone Barcelone "Thor Hushovd  (Cervelo Test Team)" NA "Fabian Cancellara" "Stéphane Auge" "Mark Cavendish" "Tony Martin"
2059 2009 3460 7 Barcelone Andorre "Brice Feillu  (Agritubel)" NA "Rinaldo Nocentini" "Brice Feillu" "Mark Cavendish" "Tony Martin"
2060 2009 3460 8 Andorre-la-Vieille Saint-Girons "Luis Leon Sanchez  (Caisse D’Epargne)" NA "Rinaldo Nocentini" "Christophe Kern" "Thor Hushovd" "Tony Martin"
2061 2009 3460 9 "Saint Gaudens" Tarbes "Pierrick Fedrigo  (Bbox Bouygues Telecom)" NA "Rinaldo Nocentini" "Egoi Martinez" "Thor Hushovd" "Tony Martin"
2062 2009 3460 10 Limoges Issoudun "Mark Cavendish  (Team Columbia - Htc)" NA "Rinaldo Nocentini" "Egoi Martinez" "Thor Hushovd" "Tony Martin"
2063 2009 3460 11 Vatan Saint-Fargeau "Mark Cavendish  (Team Columbia - Htc)" NA "Rinaldo Nocentini" "Egoi Martinez" "Mark Cavendish" "Tony Martin"
2064 2009 3460 12 Tonnerre Vittel "Nicki Sorensen  (Team Saxo Bank)" NA "Rinaldo Nocentini" "Egoi Martinez" "Mark Cavendish" "Tony Martin"
2065 2009 3460 13 Vittel Colmar "Heinrich Haussler  (Cervelo Test Team)" NA "Rinaldo Nocentini" "Franco Pellizotti" "Thor Hushovd" "Tony Martin"
2066 2009 3460 14 Colmar Besançon "Serguei Ivanov  (Team Katusha)" NA "Rinaldo Nocentini" "Franco Pellizotti" "Thor Hushovd" "Tony Martin"
2067 2009 3460 15 Pontarlier Verbier "Alberto Contador  (Astana)" NA "Alberto Contador" "Franco Pellizotti" "Thor Hushovd" "Andy Schleck"
2068 2009 3460 16 Martigny "Bourg Saint Maurice" "Sandy Casar  (Francaise Des Jeux)" NA "Alberto Contador" "Franco Pellizotti" "Thor Hushovd" "Andy Schleck"
2069 2009 3460 17 "Bourg Saint Maurice" le_grand_bornand "Frank Schleck  (Team Saxo Bank)" NA "Alberto Contador" "Franco Pellizotti" "Thor Hushovd" "Andy Schleck"
2070 2009 3460 18 Annecy Annecy "Alberto Contador  (Astana)" NA "Alberto Contador" "Franco Pellizotti" "Thor Hushovd" "Andy Schleck"
2071 2009 3460 19 Bourgoin-Jallieu Aubenas "Mark Cavendish  (Team Columbia - Htc)" NA "Alberto Contador" "Franco Pellizotti" "Thor Hushovd" "Andy Schleck"
2072 2009 3460 20 Montélimar "Mont Ventoux" "Juan Manuel Garate  (Rabobank)" NA "Alberto Contador" "Franco Pellizotti" "Thor Hushovd" "Andy Schleck"
2073 2009 3460 21 Montereau-Fault-Yonne "Paris Champs-Élysées" "Mark Cavendish  (Team Columbia - Htc)" NA "Alberto Contador" "Franco Pellizotti" "Thor Hushovd" "Andy Schleck"
2074 2010 3642 0 Rotterdam Rotterdam "Fabian Cancellara  (Team Saxo Bank)" NA "Fabian Cancellara" Nan "David Millar" "Tony Martin"
2075 2010 3642 1 Rotterdam Bruxelles "Alessandro Petacchi  (Lampre - Farnese)" NA "Fabian Cancellara" Nan "Alessandro Petacchi" "Tony Martin"
2076 2010 3642 2 Bruxelles Spa "Sylvain Chavanel  (Quick Step)" NA "Sylvain Chavanel" "Jérôme Pineau" "Alessandro Petacchi" "Tony Martin"
2077 2010 3642 3 Wanze "Arenberg Porte du Hainaut" "Thor Hushovd  (Cervelo Test Team)" NA "Fabian Cancellara" "Jérôme Pineau" "Thor Hushovd" "Geraint Thomas"
2078 2010 3642 4 Cambrai Reims "Alessandro Petacchi  (Lampre - Farnese)" NA "Fabian Cancellara" "Jérôme Pineau" "Thor Hushovd" "Geraint Thomas"
2079 2010 3642 5 Épernay Montargis "Mark Cavendish  (Team Htc - Columbia)" NA "Fabian Cancellara" "Jérôme Pineau" "Thor Hushovd" "Geraint Thomas"
2080 2010 3642 6 Montargis Gueugnon "Mark Cavendish  (Team Htc - Columbia)" NA "Fabian Cancellara" "Jérôme Pineau" "Thor Hushovd" "Geraint Thomas"
2081 2010 3642 7 Tournus "Station des Rousses" "Sylvain Chavanel  (Quick Step)" NA "Sylvain Chavanel" "Jérôme Pineau" "Thor Hushovd" "Andy Schleck"
2082 2010 3642 8 "Station des Rousses" Morzine "Andy Schleck  (Team Saxo Bank)" NA "Cadel Evans" "Jérôme Pineau" "Thor Hushovd" "Andy Schleck"
2083 2010 3642 9 Morzine Saint-Jean-de-Maurienne "Sandy Casar  (Fdj)" NA "Andy Schleck" "Anthony Charteau" "Thor Hushovd" "Robert Gesink"
2084 2010 3642 10 Chambéry Gap "Sergio Miguel Moreira Paulinho  (Team Radioshack)" NA "Andy Schleck" "Jérôme Pineau" "Thor Hushovd" "Robert Gesink"
2085 2010 3642 11 Sisteron Bourg-lès-Valence "Mark Cavendish  (Team Htc - Columbia)" NA "Andy Schleck" "Jérôme Pineau" "Alessandro Petacchi" "Robert Gesink"
2086 2010 3642 12 Bourg-de-Péage Mende "Joaquin Rodriguez Oliver  (Katusha Team)" NA "Andy Schleck" "Anthony Charteau" "Thor Hushovd" "Robert Gesink"
2087 2010 3642 13 Rodez Revel "Alexandre Vinokourov  (Astana)" NA "Andy Schleck" "Anthony Charteau" "Alessandro Petacchi" "Robert Gesink"
2088 2010 3642 14 Revel "Ax 3 Domaines" "Christophe Riblon  (Ag2R La Mondiale)" NA "Andy Schleck" "Anthony Charteau" "Alessandro Petacchi" "Robert Gesink"
2089 2010 3642 15 Pamiers Bagnères-de-Luchon "Thomas Voeckler  (Bbox Bouygues Telecom)" NA "Andy Schleck" "Anthony Charteau" "Alessandro Petacchi" "Andy Schleck"
2090 2010 3642 16 Bagnères-de-Luchon Pau "Pierrick Fedrigo  (Bbox Bouygues Telecom)" NA "Andy Schleck" "Anthony Charteau" "Thor Hushovd" "Andy Schleck"
2091 2010 3642 17 Pau "Col du Tourmalet" "Andy Schleck  (Team Saxo Bank)" NA "Andy Schleck" "Anthony Charteau" "Thor Hushovd" "Andy Schleck"
2092 2010 3642 18 Salies-de-Béarn Bordeaux "Mark Cavendish  (Team Htc - Columbia)" NA "Andy Schleck" "Anthony Charteau" "Alessandro Petacchi" "Andy Schleck"
2093 2010 3642 19 Bordeaux Pauillac "Fabian Cancellara  (Team Saxo Bank)" NA "Andy Schleck" "Anthony Charteau" "Alessandro Petacchi" "Andy Schleck"
2094 2010 3642 20 Longjumeau "Paris Champs-Élysées" "Mark Cavendish  (Team Htc - Columbia)" NA "Andy Schleck" "Anthony Charteau" "Alessandro Petacchi" "Andy Schleck"
2095 2011 3630 1 "Passage du Gois" "Mont des Alouettes" "Philippe Gilbert  (Omega Pharma - Lotto)" NA "Philippe Gilbert" "Thor Hushovd" "Cadel Evans" "Geraint Thomas"
2096 2011 3630 2 "Les Essarts" "Les Essarts" "Team Garmin - Cervelo" NA "Thor Hushovd" "Cadel Evans" "Philippe Gilbert" "Geraint Thomas"
2097 2011 3630 3 Olonne-sur-Mer Redon "Tyler Farrar  (Team Garmin - Cervelo)" NA "Thor Hushovd" "Philippe Gilbert" "José Rojas" "Geraint Thomas"
2098 2011 3630 4 Lorient "Mûr-de-Bretagne Guerlédan" "Cadel Evans  (Bmc Racing Team)" NA "Thor Hushovd" "Cadel Evans" "José Rojas" "Geraint Thomas"
2099 2011 3630 5 Carhaix "Cap Fréhel" "Mark Cavendish  (Htc - Highroad)" NA "Thor Hushovd" "Cadel Evans" "Philippe Gilbert" "Geraint Thomas"
2100 2011 3630 6 Dinan Lisieux "Edvald Boasson-Hagen  (Sky Procycling)" NA "Thor Hushovd" "Johnny Hoogerland" "Philippe Gilbert" "Geraint Thomas"
2101 2011 3630 7 "Le Mans" Chateauroux "Mark Cavendish  (Htc - Highroad)" NA "Thor Hushovd" "Johnny Hoogerland" "José Rojas" "Robert Gesink"
2102 2011 3630 8 Aigurande "Super-Besse Sancy" "Rui Costa  (Movistar Team)" NA "Thor Hushovd" "Tejay Van Garderen" "Philippe Gilbert" "Robert Gesink"
2103 2011 3630 9 Issoire Saint-Flour "Luis Leon Sanchez  (Rabobank Cycling Team)" NA "Thomas Voeckler" "Johnny Hoogerland" "Philippe Gilbert" "Robert Gesink"
2104 2011 3630 10 Aurillac Carmaux "André Greipel  (Omega Pharma - Lotto)" NA "Thomas Voeckler" "Johnny Hoogerland" "Philippe Gilbert" "Robert Gesink"
2105 2011 3630 11 Blaye-les-Mines Lavaur "Mark Cavendish  (Htc - Highroad)" NA "Thomas Voeckler" "Johnny Hoogerland" "Mark Cavendish" "Robert Gesink"
